date,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),최대 풍속(m/s),평균 풍속(m/s),최다풍향(16방위),평균 이슬점온도(°C),평균 상대습도(%),평균 현지기압(hPa),평균 해면기압(hPa),합계 일조시간(hr),합계 일사량(MJ/m2),일 최심적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),watt
20160204,-0.5,-6.3,5.9,0,4.1,1.5,320,-9.4,56,1018,1026.8,7,11.61,0,1.9,0.8,-0.7,1126.684879
20160205,-0.7,-5.7,5.5,0,4.5,1.6,340,-10.3,51,1015.7,1024.5,9.5,14.84,0,1.4,1.1,-0.7,1137.794392
20160206,-1.6,-4.6,3.4,0,4.4,1.8,320,-10.7,51.5,1015.2,1024,9.5,14.82,0,1.5,1.5,-0.8,1137.975664
20160207,-2.3,-9.1,4.9,0,3,1.1,320,-11.1,54.3,1014.7,1023.5,9.8,16.04,0,0.3,0.3,-1.2,1107.378204
20160208,2.2,-5.7,8.1,0,5.5,1.8,200,-5.3,58.9,1009,1017.6,8.3,12.61,0,5.3,5.3,0.9,1142.59721
20160209,2.6,-1,7.8,0,5.6,2.5,320,-7.7,48.1,1014.3,1022.9,9.8,16.34,0,1,1,2.5,1119.717923
20160210,3.3,-4.6,12.7,0,2.4,0.8,140,-8.6,48.8,1017.7,1026.3,9.8,16.65,0,0,0,2.7,1123.851101
20160211,6.8,-1.8,14.7,0.4,4.9,2,110,-3.5,49.5,1016.6,1025.1,4.1,9.97,0,6,2.5,4.5,1140.605023
20160212,10,7.7,11.9,16.8,4.9,1.4,320,8.6,91.4,1009.6,1017.9,0,2.22,0,10,6.4,8.2,1098.522321
20160213,13,9,18.7,8.3,5.2,1.7,110,11.7,92.3,999.3,1007.4,2.4,7.33,0,9.6,6.8,13.1,1119.286233
20160214,-0.1,-3.6,8.9,0,5.5,3.1,290,-4.4,73.6,1006.7,1015.4,2.8,5.43,0,8.8,7.4,3.1,1155.959564
20160215,-3.3,-6.7,0.8,0,5.8,2.9,320,-11.1,56.5,1013.3,1022.1,9.1,17.51,0,3.3,3.3,1.2,1140.569424
20160216,-0.2,-3.7,4.4,0.6,5.3,2,200,-4.5,73.5,1011.2,1019.9,5,9.97,2.7,6.3,6.3,1.5,1103.160549
20160217,0.9,-4.3,6.8,0,3.9,1.4,290,-6.3,61.3,1016.7,1025.4,10,16,0,1,1,2.3,1116.162136
20160218,3.8,-3.5,9.8,0,4.4,1.7,200,-3,63.8,1014.8,1023.4,8.2,12.41,0,3.9,1.9,2.4,1124.891133
20160219,3.5,0,6.3,0,2.5,1,340,-1.8,69.9,1018.6,1027.3,0.7,5.39,0,7.1,4.4,2,1127.789006
20160220,2.5,-1,8.9,0,5.7,2,320,-6.6,53.5,1015.1,1023.7,8.5,14.42,0,4.5,2,3.1,1140.580126
20160221,0.4,-3.7,5.8,0,3.5,1.5,340,-10.3,45.4,1022.1,1030.9,9.7,14.64,0,3.4,1,1.8,1084.191402
20160222,2.9,-1.4,7,0,2.2,0.8,200,-9,43.3,1021.9,1030.6,1.6,9.29,0,8.9,2.9,3,1144.271621
20160223,2.5,-2.7,8.1,0.7,5.3,2,320,-6.2,55.3,1021.3,1030,7,13.08,0.4,5,3.6,3.2,1132.42017
20160224,-1.7,-6.5,4.1,0,4.8,1.8,320,-11,51,1025.1,1034,9.4,17.53,0,1.6,0.5,1.4,1135.138426
20160225,0.5,-5.7,6.1,0,4.4,1.6,200,-7.5,56.9,1025.4,1034.2,9.4,15.27,0,1.9,1.9,1,1115.241997
20160226,2.5,-0.1,5.9,3.8,3.6,1,200,0.7,88.3,1020.3,1029.1,0.5,7.98,3.5,8.9,7.5,2.6,1117.060814
20160227,5.4,1.5,11.3,2.6,3.8,1.1,340,0,71.6,1015.9,1024.5,7.3,15.7,0,6.8,4.9,6.6,1106.762041
20160228,2.2,-0.9,5.7,12.2,3.7,1.1,320,0,86.1,1013,1021.7,0,2.58,2.2,7.5,4.9,2.6,1089.647928
20160229,-2.7,-5.5,0.3,0.4,6.2,2.9,320,-8.1,66.6,1017.6,1026.5,7.7,14.92,2.5,5.9,5.9,0.4,1105.603042
20160301,-1.4,-7.5,4.9,0,4.1,1.4,320,-8.6,59.8,1020.2,1029,10.6,20.16,0,0.1,0.1,2.2,1065.211889
20160302,3,-4.3,10.2,0,5.6,1.7,180,-2.6,69.1,1017.6,1026.3,10.6,19.68,0,0,0,3.7,1073.662938
20160303,7.4,-0.2,17,0,2.7,1,90,1.9,71.3,1015.7,1024.2,6.8,16.37,0,2.1,2.1,6.5,1056.095892
20160304,9.8,5.4,13,8,4.3,0.9,160,6.9,83.3,1016.5,1025,0,3.5,0,9.4,6.5,8.4,1060.846205
20160305,12.2,7.7,18,26.7,7.9,2.1,200,10.8,91.9,1011.1,1019.4,1.5,6.42,0,8.9,6.3,11.3,1062.601011
20160306,10.3,6.5,14.7,0,3.3,1.4,180,4,69.1,1010.8,1019.2,7,15.59,0,5.1,3.4,12,1072.075186
20160307,9,3.4,16.3,0,3.9,1.4,200,2.5,65.5,1009.8,1018.2,3.2,9.72,0,6.8,4.4,8.2,1061.204527
20160308,5,1.7,7.8,0,3.4,1.5,340,-5,51.1,1014.2,1022.8,0,6.3,0,8.3,2.9,5,1086.388725
20160309,2.2,-1.1,8.4,0,4.9,2.1,340,-8.8,45.6,1014.9,1023.6,8.3,19.52,0,5.1,0.3,5.2,1070.765733
20160310,0.3,-3.1,5.6,0,5.7,2.2,320,-11.4,44.3,1018,1026.7,10.1,21.41,0,2.5,0.3,3.8,1103.877369
20160311,0.6,-4.3,6.4,0,3.9,1.6,320,-10.2,46.8,1017.1,1025.8,11.2,22.24,0,0.6,0.6,3.8,1115.853539
20160312,2.8,-5,10.2,0,3.5,1.1,270,-9,44.1,1017,1025.7,10,19.84,0,2.9,0.8,3.8,1072.194908
20160313,4.1,0.8,9.2,0,2.7,0.9,340,-3.9,56.5,1015.5,1024.1,0.7,8.75,0,7.5,5.8,4.2,1107.001269
20160314,4.4,0.3,10.2,0,3.4,1.3,340,-2.4,64.1,1014.3,1022.9,6,11.89,0,4.1,3.6,4.9,1083.86041
20160315,6,-2.7,14,0,3,0.9,340,-5.9,48.3,1015.3,1023.8,8.8,20.56,0,4,0,6.6,1052.373567
20160316,9.2,3.5,17.1,0,5.8,1.4,180,-5.3,40.1,1013.7,1022.1,9.3,20.29,0,3.3,0,10.2,1098.111869
20160317,10.1,-0.5,18.9,0,3.8,1.1,230,-2.8,44.9,1012.1,1020.5,9.1,19.04,0,5.3,2.4,11.1,1083.207995
20160318,11,8.4,13.9,5.6,2.9,0.8,320,8.9,88,1004.3,1012.6,0.1,6.2,0,7.1,4.6,11.3,1063.596603
20160319,11,6.8,18.2,0,3.8,1.1,140,6.2,75.4,1006.8,1015.1,6.9,17.67,0,4.8,4.8,12.6,1049.51402
20160320,9.7,3,17.5,0,4.2,1.5,180,2.1,62.8,1012.5,1020.9,10.2,21.82,0,0.8,0.8,12.2,1070.691273
20160321,9.5,2.3,17.4,0,3.9,1.5,290,0.9,57.6,1014.9,1023.3,10.3,21.51,0,0.1,0.1,12.3,1080.410248
20160322,9.4,1.5,17.6,0,4.2,1.7,200,-0.5,52.6,1011.1,1019.5,10.9,22.6,0,3.1,0,12.3,1066.630861
20160323,8.3,4.6,14.5,0,4.9,1.8,320,-0.9,55,1011.2,1019.6,9.5,19.14,0,5.1,1.9,11.6,1057.787893
20160324,6.9,1.6,13.3,0,3.7,1.3,340,-3.7,49.4,1015.8,1024.3,9.4,21.04,0,2.1,2.1,10.7,1097.172033
20160325,6.8,1.2,13.3,0,4.3,1.5,200,-3.5,50.4,1015.6,1024.2,10.3,21.97,0,3.1,3.1,10.1,1083.329776
20160326,6.4,-0.2,12.9,0,3.2,1.4,320,-3.1,55.5,1013.3,1021.8,10.7,21.91,0,0.8,0.8,10.5,1088.161436
20160327,7.2,-0.3,15.1,0,4.5,1.7,290,-3.9,49.8,1012.4,1020.8,10.8,21.85,0,0.4,0.4,11.1,1088.716974
20160328,9.4,-0.3,17.9,0,5,1.8,180,-3.9,44.9,1013.6,1022,11.6,24.33,0,0.5,0,12.3,1089.203674
20160329,12.9,6.5,18.3,0,6,2.4,200,3.4,54.9,1011,1019.3,5.9,14.79,0,5.5,1.5,12.7,1105.672996
20160330,14.4,7.6,22.9,0,3.8,1.7,340,3,53,1011.4,1019.6,10.7,23.79,0,1.6,0.3,16.4,1085.441453
20160331,13.1,5.1,21.7,0,2.3,0.9,320,-1.3,42.4,1008.5,1016.8,7.8,17.54,0,4.9,0.6,13.9,1058.250392
20160401,15,4.8,25.4,0,3,1.1,200,-1.5,36.8,1007.2,1015.4,11.1,24.42,0,1.4,0,17.2,1055.620225
20160402,16,6.9,24.6,0,3.8,1.3,250,1.4,40.9,1010.2,1018.4,9.8,21.9,0,3.6,0.5,18.3,1068.790219
20160403,13.4,10.8,16.4,2.5,3.1,1.4,360,7.4,68.4,1008.8,1017,0.4,6.48,0,8.5,3.8,14,1036.844613
20160404,13.5,10.1,18.3,0,4.5,2,360,7.6,69.6,1005.4,1013.6,6.8,19.2,0,7.5,4.5,16.5,1045.790613
20160405,13,5.6,20.8,0,3.6,1.7,200,-2.4,39.3,1008.5,1016.8,11.8,26.62,0,2.6,0,17.1,1055.538106
20160406,13.9,5.5,23.7,4.4,5.2,2.1,110,1.8,50.1,1007.7,1015.9,6,16.41,0,7.9,2.9,16.1,1074.699987
20160407,13.2,9.1,18.6,20.1,3.4,1.5,340,9.3,78.9,1001.2,1009.4,4.4,12.76,0,7,5,13.9,1056.597722
20160408,14,8.3,21.8,0,5.4,1.7,200,8,71.5,1007.5,1015.8,7.7,22.03,0,2.8,2,14.7,1056.796265
20160409,15.9,9.8,23.3,0,4.9,2,200,7.5,59.9,1006.1,1014.2,8.4,20.78,0,5.8,3.5,16.4,1029.861968
20160410,16.6,10.7,24.6,0,5.5,1.5,230,8.2,60.4,1004.8,1012.9,8.2,22.78,0,6.4,3.5,19.3,1013.122863
20160411,13.2,8.4,19,0,5.6,2.9,110,4.5,58.6,1010.7,1019,11.4,26.86,0,1.9,1.1,18,1036.206705
20160412,14.8,7.5,22.1,0,4.7,2.4,110,3.5,49.6,1007,1015.2,9.8,20.81,0,7.1,1.3,17.4,1047.362751
20160413,14.4,11.9,19,28.1,2.6,0.8,140,13.1,92.3,999.1,1007.2,2.5,8.95,0,7.5,5.6,16.1,1038.968158
20160414,15.4,10.5,21.3,0,4.3,1.7,180,9.9,72.5,1004.5,1012.7,9.1,21.2,0,3.9,3.4,18.4,1030.577258
20160415,15.6,6.7,24.8,0,3.6,1.4,320,5.4,57.8,1010.8,1018.9,11.8,27.3,0,0,0,17.4,1036.560235
20160416,14.8,9,20.5,23,6.4,1.7,110,10.4,77.5,999.4,1007.5,1.9,8.72,0,8,5,14.6,1043.373641
20160417,12.2,9.9,16.8,20.6,7.7,3.3,290,3.7,60.6,999,1007.2,7.5,19.01,0,6.4,5.6,13.5,1092.269291
20160418,12.3,8.4,18.3,1.7,5,2.5,200,6.1,68,1007.6,1015.9,9.6,23.73,0,5.5,3.8,14.7,1035.674369
20160419,12.8,6.4,19.3,0,3.1,1.3,340,5.1,63.9,1014.6,1023,10.9,27.7,0,1.9,0.9,16.4,1026.324068
20160420,13.1,7.1,18,1.2,2.1,0.8,340,7.1,70.3,1010.9,1019.2,1.2,9.34,0,9,5.9,13.3,1038.713636
20160421,13.7,10.8,16.6,37.2,3.3,0.9,200,12.6,93.9,998.3,1006.4,0.2,6.03,0,9.5,7.6,14.3,1031.964781
20160422,17.4,12.6,24.5,0,4.1,2.1,200,12.9,77.8,1001.7,1009.7,8.5,24.25,0,5.3,4.5,18.7,1016.23188
20160423,15.4,11.3,22.2,0,3,1.1,320,5,56.4,1005.4,1013.6,4,17.52,0,6.6,1.8,17.1,1022.078385
20160424,15.4,7,24,0,3.3,1,290,2,45.5,1006.9,1015.1,10.3,26.68,0,2.6,0,17.2,990.7155359
20160425,17.7,8.9,26.6,0,2.9,1.3,340,4.6,46.9,1009.4,1017.5,11.6,26.84,0,1.3,0,19.6,1044.150844
20160426,19.9,9.6,29.2,0,5.1,1.9,140,5.6,41.6,1006.3,1014.3,9,23.77,0,4.8,2,21.2,1025.340339
20160427,13.3,11.5,19.4,15.4,5.3,2.7,70,9.7,81.4,1001.1,1009.3,0,5.32,0,10,6,14.9,1048.540215
20160428,14.3,9.8,20.5,0.7,3.8,1.4,180,9,72.8,1000,1008.2,3,17.14,0,7.8,2.8,17.7,1013.469753
20160429,15.1,8.5,22.1,0,5.1,2,200,6.6,60.6,1004.4,1012.5,11.3,27.41,0,0.9,0.1,18.9,1082.999819
20160430,17.2,9.5,24,0,5.1,2.2,200,6.8,53,1004.7,1012.8,11.5,25.66,0,0.5,0,19.7,1037.156235
20160501,19.5,11.2,27.6,0,3.8,1.7,200,7.6,52,1006.2,1014.2,11.8,28.09,0,1.6,0.9,22.1,1029.130867
20160502,19.8,12.1,29,6.3,4.6,1.5,140,13.1,69.4,1003.9,1012,8.3,22.04,0,6.5,2.6,22.1,1051.501318
20160503,14.3,10.6,18.5,19.8,5.8,3,270,12.1,87.4,990,998.1,0,2.47,0,9.6,7.3,15.2,1027.558329
20160504,17.1,12.5,23,0,7.4,3.5,290,4.1,46.4,998.6,1006.6,13,30.8,0,0.5,0.5,18.3,1018.698242
20160505,19.6,9.2,27.9,0,5.9,1.7,200,7.4,51.8,1005.4,1013.4,11.2,27.31,0,4.1,2.9,21.8,1036.967502
20160506,20.5,14.5,26.2,0,5.1,1.8,180,15.3,73.1,999.1,1007,3.9,14.77,0,7.8,7.1,21.8,1031.93347
20160507,17.1,11.3,24.6,0,4.6,1.8,320,7.2,57.9,1006.6,1014.7,10.7,29.76,0,3.3,1.6,22.6,1046.164426
20160508,19.1,9.8,27.5,0,2.9,1.1,320,7.7,52,1007.9,1016,11.2,27.51,0,5.1,1.6,24.3,995.6159126
20160509,20,14.6,26.6,0,2.7,1,200,9.9,53.9,1002.5,1010.5,2.9,18.29,0,7.8,4.5,24.3,1054.38694
20160510,14.1,12.5,17.7,25.7,3,1.3,360,12.5,91.3,998.2,1006.3,0,3.54,0,10,6.5,15.8,1046.103149
20160511,17,11.9,23.3,3.7,3.2,1.2,200,12.3,75.9,1001.7,1009.8,11.6,28.32,0,3.4,2.9,21,1051.331485
20160512,18.8,11.7,25.7,0,3.3,1.6,270,12.3,69.3,1005.4,1013.4,12.9,30.64,0,1.9,0.5,23.4,1031.730568
20160513,17.6,14.1,22.5,0,3.8,1.8,110,11.2,68.3,1012,1020.1,8.1,21.15,0,5,3.6,20.8,1037.076732
20160514,20.3,13.5,26.5,0,5.2,2.5,110,10.9,56,1013.1,1021.2,11.9,30.6,0,4.6,0.6,25,1038.53759
20160515,19.7,14.2,26.2,7.5,7.4,2.7,180,14.4,73.8,1002.3,1010.3,7.7,19.91,0,8.1,4,23.1,1036.320562
20160516,15.9,10,22.2,5.2,5.1,2.4,320,5.9,59.4,1003.2,1011.3,11.7,29.91,0,3.9,1.6,20.4,1022.247997
20160517,19.1,10.7,27,0,3.9,1.4,360,9.1,56.3,1008.1,1016.1,13.3,31.34,0,0,0,23.7,1039.410825
20160518,21.5,12,29.8,0,2.7,1,340,10.4,55.1,1010.1,1018,12.6,30.91,0,1.1,0,26.2,1040.979085
20160519,23.3,14.6,31.3,0,4.4,1.6,90,10.3,51.1,1009.4,1017.4,12.8,31.21,0,2.4,0,27.1,1033.869239
20160520,22.7,14.5,30.1,0,4.3,1.6,90,9.1,48,1009.5,1017.5,12.5,30.79,0,2.1,0,26.9,1038.242596
20160521,23.1,16.3,29.4,0,4.5,2.6,110,6.8,36.8,1010.1,1018,13.4,30.47,0,3.9,0,27.1,1039.673712
20160522,22.6,13.7,30.3,0,5.1,2,110,7.5,41.8,1008.3,1016.3,12.9,32.54,0,2.1,0,27.7,1019.253463
20160523,23.1,15,30.4,0,2.4,1.2,200,10.8,48.3,1004.7,1012.6,10.5,26.78,0,5.6,1.9,28.3,1019.011789
20160524,18.3,15.5,21.9,16.8,3.5,1.8,200,15.5,84.1,999.8,1007.8,1.7,7.16,0,7.9,4.6,21.3,1040.141128
20160525,19.5,12.4,25.5,0,3.2,1.3,180,14.4,74.8,1002.5,1010.5,10.1,26.99,0,2.1,1.3,22.1,1033.415184
20160526,21,15.6,26.4,0,3.7,1.2,320,15.9,74,1002.5,1010.5,7.3,20.54,0,6.1,2.4,23.2,1021.876533
20160527,22.9,17.9,29.1,0,2.8,1,320,13.3,58.4,1003.3,1011.2,7.5,24.59,0,8.3,5.8,26.6,1036.195244
20160528,22,18.2,28,0,2.6,1.1,320,12.6,57.5,1000.4,1008.3,8.5,24.86,0,4.8,3.6,25.9,997.0469462
20160529,21.1,17.5,26.9,0.1,3.6,1.4,340,12.6,60.8,997.3,1005.2,6.1,20.17,0,4.5,3.5,25,1041.927925
20160530,22,14.4,29.4,0,3.3,1.4,320,14.8,66,999.4,1007.3,12.2,29.85,0,0,0,27.6,1051.417229
20160531,22,16.2,27.9,0,4,1.6,200,14.3,64.9,1000,1007.9,11.1,25.98,0,3.1,0.5,28.1,1044.977336
20160601,22.9,18.5,28.4,0,5.3,2,110,13.9,59.1,999.3,1007.2,12.1,30.03,0,2.9,0.8,29.6,1022.264425
20160602,22.5,15.1,29.3,0,3.1,1.5,290,10.9,51.1,1002.4,1010.3,10.7,28.52,0,1.4,1.4,30.3,980.1180658
20160603,22.7,17.1,29,0,3.1,1.6,200,13.7,60.1,1003.1,1011,10,27.49,0,3.9,2,28.2,979.7537255
20160604,19.9,17.1,22,0.4,2.2,0.8,320,15.6,77,1001.3,1009.3,0,6.31,0,8.4,3.4,21.8,1004.97243
20160605,22.9,14.6,30.3,0,5.6,2.4,70,13.4,59.3,1002.9,1010.8,12.5,30.93,0,1,0.4,29,998.4921989
20160606,20.8,18.4,24.5,0.5,5.1,3.2,110,15.8,73.8,1005.1,1013,1.5,15.59,0,8.9,4.6,26.1,1007.913896
20160607,21.9,18.4,26.7,1.2,2.5,1,340,17.1,75.6,1002.7,1010.6,4.1,17.95,0,8.6,6.4,25.1,988.9969262
20160608,22.4,19.1,27.1,0,2.3,0.8,360,16.9,72.1,1001.9,1009.9,5.4,17.7,0,8,4.9,27.3,1015.996232
20160609,24,17.5,30.2,0,2.8,1,340,16.5,65.8,1003,1010.9,11.6,28.49,0,3.5,1,31.1,993.6482063
20160610,25.3,19.6,31.2,0,3.3,1.5,180,18.4,67.8,1003.7,1011.5,8.7,24.71,0,3.6,3.3,31.2,984.8635401
20160611,25.6,20.9,29.8,0,4.7,1.5,180,19.8,71.5,1002.4,1010.2,8.5,22.68,0,6.1,4.6,32.7,993.7996285
20160612,24.9,23.1,27.4,0.2,3.5,1.4,200,21.3,81.1,997.9,1005.7,0.5,12.03,0,8.8,7,28.1,991.9184853
20160613,24.6,20.8,29.6,0,3.3,1.4,340,18.9,72.8,994.2,1002,8.7,24.26,0,4.9,4.9,32.1,1001.191362
20160614,24.2,19.4,30.3,0,3.9,1.7,180,18.7,73.9,995.3,1003.1,8.8,26.42,0,6,5.4,31.8,998.3123775
20160615,22.3,20.3,26.1,7.8,5.1,1.9,180,18.6,81.9,993.1,1000.9,0.3,8.72,0,9.5,6.1,25,970.3018188
20160616,21.7,19.1,25.8,0.1,4.4,1.9,200,17.8,79.6,993,1000.8,5.4,16.56,0,6.1,5.5,23,995.0954091
20160617,23.3,16.4,29.3,0,4.9,1.7,180,16.2,67.3,1001,1008.9,11.8,28.6,0,0,0,27.1,993.2860077
20160618,25.1,18.5,31,0,4.1,1.3,200,18,66.6,1003.3,1011.1,11.6,29.06,0,3.5,2.3,32.3,1017.595843
20160619,25.7,21.7,30.1,0,4.6,1.7,200,17.8,63.8,1000.2,1008,12,28.9,0,3,2.8,33.9,987.6513667
20160620,24.2,20,29.5,2.2,5,1.5,200,19.6,77.4,998.8,1006.7,5.8,19.67,0,6.6,4.1,30.8,984.9914468
20160621,26.1,19.7,32,0,3,1.2,90,20.1,72.3,999.1,1006.9,9.2,22.89,0,6.5,3.6,32.7,986.5557833
20160622,25.4,23.2,31.1,0,4.6,1.9,110,21.3,79.5,997.2,1005,4.3,15.23,0,8,6,29,987.4958956
20160623,26.2,20.9,31.7,0,3.9,1.6,340,20.5,72.8,998.1,1005.9,10,26.41,0,5.8,3.4,34.9,1015.48083
20160624,22.2,19.4,24.8,43.3,3.9,1.7,200,20.4,90.6,992.1,999.9,1.1,8.24,0,8.4,5.9,24.4,979.5040838
20160625,22.9,18.8,27.7,0,5.7,2.3,200,16.6,69.4,996.4,1004.3,12.9,28.59,0,3.6,2,26.7,987.7986121
20160626,23.9,18.7,30,0,3.9,2,200,17.9,71,1001.7,1009.5,13.3,28.93,0,2,1.1,29.2,1016.679637
20160627,23.3,18.8,28.3,5.5,5.9,1.2,20,17.7,72.5,1002,1009.9,5.1,16.32,0,6.4,3.9,27,1000.402863
20160628,24,18,30.1,0,4.5,1.5,180,18.7,74.3,1002.9,1010.8,8.5,22.65,0,5.5,4.4,26.9,1011.544946
20160629,24.8,21.2,28.2,0,3.8,1.6,200,19.7,74,1002.9,1010.7,4.5,17.27,0,7.3,4.4,28.3,999.2236586
20160630,25.5,23.1,29.2,1.3,3.7,1.4,200,22.1,82.1,1002.6,1010.4,3,12.27,0,7.3,5.6,28.9,994.5596529
20160701,25,23.3,29.8,64,5.3,2,180,22.9,89.1,997.8,1005.6,0.8,7.79,0,9.6,6.9,25.7,984.8998512
20160702,24.5,22.2,28,11.3,4.1,1.8,200,21.9,86.8,997.5,1005.3,3.6,16.12,0,8.5,7.4,27.7,1025.314025
20160703,22.7,20.4,24.4,13.7,2.9,1.1,200,21.1,91,1001.8,1009.7,0,6.18,0,9.9,6.6,23.8,1005.286233
20160704,22.1,20,24.6,179.1,3.9,1.6,110,21.5,97,1001.5,1009.5,0,3.42,0,10,6.9,22.3,983.6602823
20160705,25.8,22.1,30.4,14.5,6.5,2.4,180,23.9,90,1002.8,1010.6,2.2,13.38,0,9.6,6,27.6,999.9819654
20160706,24.3,22.8,27.1,38.8,3.6,1.3,200,23.3,94.5,1006.1,1014,0.6,7.66,0,9.6,7,26,1028.474657
20160707,25.7,22.6,30.3,3,5.4,1.5,180,23.1,87,1006.5,1014.3,7.3,22.69,0,8.5,5.8,29.8,1008.897958
20160708,26.9,21.6,32.6,0.1,3,1,20,22.2,77.4,1001.9,1009.7,11.6,28.51,0,2.6,2.6,32.1,1011.435066
20160709,27.5,22.7,33.1,0,2.4,0.9,20,22.5,75.8,998.5,1006.3,10.2,28.52,0,2.9,0.5,32.9,1021.945021
20160710,27.2,22.2,32,0,2.1,0.7,340,22.1,75.5,997,1004.8,8.5,22.85,0,7.3,1.5,31.2,1021.857384
20160711,27.1,23.9,32.9,0.3,4.2,1.4,110,22.9,78.9,996.4,1004.1,2.8,16.95,0,8.6,3.3,29.7,1025.30779
20160712,25.7,23.2,28.4,2.2,2.7,0.9,200,23.2,86.9,994.5,1002.3,1.7,12.11,0,8.9,6.9,27,1030.622082
20160713,26.3,23.1,30.4,0,3.4,1.2,320,22.1,79.3,993.6,1001.3,7.6,21.09,0,5.3,4.1,29.7,1024.415321
20160714,26.1,22.1,31,0,3,1.3,200,21.4,77,994.2,1002,7.8,22.16,0,5.8,4.9,32.1,1009.016294
20160715,25.9,22.7,30,1.3,6.6,2.3,110,20.1,71.6,996,1003.7,4.2,19.03,0,8.4,4.5,32.6,998.2029799
20160716,22.1,20.3,24.5,39,5.7,3.2,110,20.7,92.4,993,1000.8,0.4,4.32,0,9.6,7.4,22.5,1006.417356
20160717,23.3,21.1,26.4,0.5,4.1,1.9,200,20.1,83.1,999.8,1007.6,4.3,15.99,0,8.6,7.8,26.7,1010.135127
20160718,24.3,20.9,28.9,0,2.1,1,20,20.1,78.9,1002.7,1010.5,8.3,20.07,0,4.9,4.5,28.9,1022.637079
20160719,26.7,20.3,32.4,0,3.3,1.1,110,22,76.8,1003.2,1011,10,23.95,0,3.3,3.3,31.3,1000.060714
20160720,27.3,23.8,31.8,0,4.7,3.2,110,22.7,77.3,1004.1,1011.9,10.2,27.09,0,5.5,3,33.4,996.8065803
20160721,27,22.2,31.6,0,4.4,3,110,21.9,74.6,1003.7,1011.5,11.6,27.1,0,5.9,1.6,34.3,1021.059376
20160722,28.4,23.6,33.2,0,4.2,2.8,110,22.7,71.8,1002.1,1009.9,10.4,25.54,0,5.6,3.6,33.1,1010.708976
20160723,29.5,24.8,33.6,0,3.2,1.6,110,24,73.5,1001.5,1009.2,11.1,22.89,0,5.3,2.9,36.8,1009.37387
20160724,29.6,26.4,32.9,0,4.4,1.5,230,25,76.8,1002.7,1010.4,8.1,21.88,0,5.8,3.3,36.8,1013.83542
20160725,29.2,26.9,32.5,0,3.1,1.4,200,24.2,75,1002.9,1010.7,6.7,15.99,0,6.8,4.9,33.1,999.6725505
20160726,29,24.2,33.3,0,3.5,1.4,200,23.4,73.5,1000.2,1007.9,11,24.52,0,5.3,3.9,36.2,980.4444491
20160727,28.7,25.9,31.8,0.1,4.7,1.8,200,24.3,77.9,997.7,1005.4,5.1,15.47,0,7.4,5.4,32.1,1008.452479
20160728,28.9,25.1,32.3,0,4.4,2.2,200,22.8,70.5,998.7,1006.4,11.4,25.33,0,4.5,3.9,36.5,1021.757476
20160729,28.2,24.1,32.5,0,3.7,1.1,320,24.4,80.5,1001.5,1009.3,7.5,17.61,0,6.8,4.5,34.4,1011.875078
20160730,29.1,26.3,34,0,3.4,1.2,20,25.4,81.5,1003.6,1011.4,6.9,17.79,0,6,4.6,35.4,1017.061692
20160731,29.9,26.2,34.7,0,3.4,1.2,340,25.1,77.3,1003.7,1011.4,11,24.85,0,5,5,38.3,1023.20792
20160801,28.7,25.3,32.9,0,3.7,1,340,24.4,78.6,1002.4,1010.2,4.9,19.06,0,5.6,3.3,34.8,1078.40882
20160802,27.3,23.9,30.3,0.1,5.6,1,20,23.9,82.1,1001.3,1009,0,9.89,0,9.1,4.4,31.8,1064.069797
20160803,28.3,23.2,34,0,2.4,0.9,230,23.1,75.5,1001.5,1009.2,10.3,23.56,0,6.3,3.8,36.2,1066.98333
20160804,29.9,24.5,35.5,0,3.3,1.3,90,23.6,70.8,1001.7,1009.4,11.6,24.22,0,3,1.1,38.4,1073.209002
20160805,30.7,25.5,35.8,0,2.9,1.1,290,23.8,69,1001.9,1009.6,11.8,28,0,1.8,1.8,39.9,1088.58542
20160806,29.6,25.6,35.4,1,4.5,1.1,340,24.1,74.3,1000.5,1008.2,9.7,22.07,0,4,3.3,37.1,1077.968562
20160807,28.8,24.3,34.9,6.7,3.3,1.1,320,24.3,78.4,999.6,1007.3,9.4,21.61,0,2.8,2.8,33.4,1084.861665
20160808,29.7,24.5,34.8,0,2.5,1,360,23.9,72.8,999.7,1007.4,11.9,24.82,0,3.4,2.8,33.9,1079.727832
20160809,28.4,25.4,34.3,7.7,4.1,1.4,90,24.4,80.9,1000.7,1008.4,7.2,16.37,0,4.3,3,34.4,1058.900832
20160810,29.3,25.2,34.6,0,2.7,1,340,24.3,76.4,1002.2,1009.9,11.5,24.91,0,2.4,2.4,32,1055.907474
20160811,29.9,24.4,35.6,0,2.7,1.1,360,23.5,70.1,1002,1009.7,12.8,27.8,0,0.5,0.5,35.6,1034.103655
20160812,30.3,24.9,36.5,0,2.6,1.1,360,23,67.5,1000,1007.7,12.6,27.91,0,0.3,0.3,37.7,1080.389856
20160813,30.2,25.2,36,0,3.1,1.2,320,23.8,70.6,998.6,1006.3,12,27.69,0,1.6,1.6,38.9,1072.777911
