date,평균기온(°C),최저기온(°C),최고기온(°C),평균 이슬점온도(°C),평균 현지기압(hPa),평균 해면기압(hPa),합계 일사량(MJ/m2),평균 지면온도(°C),elec
20170406,13.8,11.2,16.7,12.0,1004.3,1012.4,11.23,15.4,750589.5969871137
20170407,16.2,9.5,24.6,8.9,1005.6,1013.7,22.98,17.6,749959.6276749808
20170408,16.7,10.2,24.6,9.0,1004.1,1012.3,23.79,18.0,750475.6091047362
20170409,14.4,11.9,19.7,6.7,1006.0,1014.2,21.0,17.6,750422.4201421408
20170410,15.1,9.4,21.4,-0.6,1003.6,1011.7,25.92,18.1,749948.9692376863
20170411,12.5,8.2,19.4,6.3,999.2,1007.4,20.04,15.2,749776.0864352599
20170412,12.1,5.7,18.4,-7.4,1007.0,1015.3,26.91,14.5,749140.3577025866
20170413,13.2,5.7,20.1,3.1,1009.1,1017.3,24.96,15.2,749632.3641264873
20170414,16.0,10.5,20.9,4.3,1004.7,1012.9,19.74,16.6,749496.6826248456
20170415,18.7,12.5,25.6,8.9,1005.9,1013.9,26.71,20.6,749134.1399093115
20170416,19.9,10.6,28.6,5.5,1006.1,1014.2,24.72,21.4,750907.6970300681
20170417,13.7,11.8,18.9,10.8,993.8,1001.9,3.39,13.8,750085.5933068105
20170418,13.8,10.3,21.5,9.2,992.2,1000.3,16.84,15.1,750332.6570928246
20170419,13.4,7.2,20.4,2.3,1002.7,1010.9,27.11,16.0,751131.3907110463
20170420,10.9,8.3,14.1,5.7,1004.9,1013.2,5.35,12.4,748202.3706142982
20170421,12.8,5.8,19.9,5.3,1003.4,1011.6,21.66,15.3,751122.7695176924
20170422,14.6,8.6,21.1,5.0,1005.0,1013.2,23.96,17.6,749341.4201454135
20170423,15.0,6.5,23.0,2.9,1009.4,1017.6,28.74,19.1,749602.7801375859
20170424,15.2,6.3,23.6,2.9,1010.8,1019.0,29.0,20.4,749063.67118711
20170425,17.0,10.0,22.7,9.3,1010.7,1018.9,18.75,19.3,748397.3222773591
20170426,15.6,10.1,21.6,2.0,1007.8,1015.9,26.27,21.5,747433.6063876784
20170427,13.8,6.7,20.5,-0.3,1004.5,1012.6,28.53,19.9,750025.9116359813
20170428,15.5,8.6,23.8,4.8,998.8,1006.8,26.66,20.9,749070.7464685182
20170429,18.0,9.7,25.2,4.3,999.8,1007.8,28.15,22.8,749232.0888993168
20170430,20.6,15.2,27.7,10.8,1000.4,1008.3,26.44,24.6,750745.2758367484
20170501,20.4,12.9,28.7,9.3,1008.2,1016.2,28.55,26.4,741635.9573566057
20170502,20.0,12.1,27.5,7.5,1013.3,1021.4,25.0,25.7,739496.4958949186
20170503,21.1,11.8,29.6,7.7,1012.8,1020.8,29.79,27.9,741238.7731248231
20170504,21.4,14.1,28.4,11.8,1008.1,1016.1,21.18,26.0,741265.8299321687
20170505,21.7,17.9,28.2,13.7,1005.8,1013.8,21.75,28.0,739531.3474922078
20170506,16.5,10.8,23.5,0.9,1008.5,1016.6,27.62,25.2,740656.0552528659
20170507,18.1,11.8,25.8,4.3,1006.5,1014.6,29.61,25.8,741881.55164799
20170508,18.2,12.1,22.9,6.7,1006.4,1014.5,16.62,22.0,740269.174551754
20170509,15.7,12.2,20.3,10.7,1002.8,1010.9,12.38,19.2,740243.187873644
20170510,15.6,13.8,18.7,13.1,1002.4,1010.5,10.94,16.8,740161.7691841413
20170511,18.7,12.6,26.2,14.4,1003.9,1011.9,18.87,20.1,740982.5649166504
20170512,19.8,15.9,23.9,15.8,1001.4,1009.4,9.62,20.0,741334.3409126169
20170513,18.3,13.8,25.3,13.5,999.2,1007.2,21.1,22.5,741687.4802801777
20170514,16.6,12.1,23.0,6.6,1002.8,1010.9,31.71,21.9,741041.2509371005
20170515,16.7,11.1,23.1,8.4,1004.8,1012.9,31.16,24.2,740424.1547454004
20170516,16.8,11.5,22.6,10.4,1003.1,1011.3,20.01,21.8,740942.629696926
20170517,18.7,10.5,26.1,9.8,1003.6,1011.6,29.55,25.7,741602.6867263403
20170518,20.3,11.9,27.8,10.8,1008.0,1016.1,27.91,26.6,740303.8364681384
20170519,21.4,13.1,29.9,8.7,1009.1,1017.1,30.44,29.3,741824.7362661646
20170520,20.7,12.5,29.2,7.7,1008.0,1016.0,26.04,27.3,741711.8891133883
20170521,21.4,14.3,29.1,10.9,1007.1,1015.1,26.12,28.5,740629.6121288489
20170522,21.7,13.3,29.4,10.9,1006.2,1014.1,30.86,30.7,741519.0537220546
20170523,21.1,15.1,26.7,13.3,1002.9,1010.9,18.17,24.8,741651.8986296784
20170524,20.8,17.0,26.7,15.9,1000.3,1008.2,21.42,24.0,741015.6609701683
20170525,19.7,14.0,27.0,11.0,997.9,1005.9,31.51,25.3,740323.2653974978
20170526,17.2,11.2,22.8,6.2,1000.4,1008.5,33.0,25.6,742667.765842824
20170527,19.3,11.9,26.3,9.1,1004.3,1012.4,31.59,27.9,741003.4124762933
20170528,21.4,12.8,29.0,11.1,1004.4,1012.3,27.72,28.1,740653.5539804611
20170529,24.1,19.5,30.7,14.4,1004.4,1012.3,28.74,31.1,739564.9721202966
20170530,23.5,17.1,30.0,13.9,1002.1,1009.9,23.22,30.1,740250.1540983481
20170531,22.0,17.2,28.4,15.3,995.5,1003.3,19.07,25.2,742146.4648341608
20170601,22.0,17.0,26.9,16.1,992.0,999.8,23.22,26.6,717760.1022523372
20170602,20.3,13.0,27.4,8.4,996.5,1004.4,31.96,28.7,717185.6722814738
20170603,20.4,16.1,26.1,8.0,1000.2,1008.2,30.77,29.5,718919.0065590108
20170604,20.8,12.0,28.4,7.1,1003.8,1011.8,32.34,30.2,719675.8792757742
20170605,22.6,13.9,29.8,7.3,1007.1,1015.1,29.88,31.7,717753.9548157117
20170606,18.3,15.7,22.5,12.7,1005.0,1013.1,8.03,21.0,716413.3170995786
20170607,17.9,16.0,19.7,16.7,997.8,1005.8,4.33,19.7,717285.0659811251
20170608,20.1,15.6,26.4,14.7,1002.7,1010.7,25.02,23.2,716493.6429277192
20170609,22.0,16.2,27.9,14.8,1000.3,1008.3,28.54,26.7,716799.1196835863
20170610,22.6,19.9,26.6,15.8,999.2,1007.1,19.68,25.6,719098.1495965923
20170611,22.8,15.9,29.6,7.8,1000.3,1008.2,32.33,30.5,716994.8049594406
20170612,22.1,16.7,27.4,12.1,1006.2,1014.2,25.05,30.3,717815.21259222
20170613,21.7,17.3,27.6,12.5,1006.5,1014.5,26.97,30.7,716005.2903916131
20170614,22.0,15.1,28.4,13.4,1003.3,1011.3,29.81,31.5,716801.2318106937
20170615,23.1,16.8,29.6,15.2,1001.1,1009.0,29.55,31.4,718122.8992573045
20170616,25.3,18.1,32.8,14.2,1001.9,1009.7,28.91,33.6,717382.2467411717
20170617,24.7,16.8,32.3,12.0,1002.6,1010.4,28.93,32.6,716619.656670604
20170618,25.3,17.1,33.8,12.8,1002.3,1010.2,31.39,33.9,719140.260497184
20170619,26.1,18.3,33.4,15.0,1001.4,1009.2,28.64,33.9,716290.115216363
20170620,25.4,19.6,31.3,14.6,997.3,1005.1,17.95,29.7,718779.3846697565
20170621,24.8,20.2,30.4,16.4,998.2,1006.0,23.94,33.7,716058.0541424134
20170622,25.3,18.6,32.9,16.3,1000.8,1008.6,28.33,32.7,717854.1911277795
20170623,27.4,20.1,34.8,15.7,998.2,1006.0,27.05,35.1,715609.5863316543
20170624,24.5,20.4,33.5,17.9,995.2,1003.0,15.69,26.8,716768.3412007507
20170625,25.0,20.0,29.9,19.3,994.7,1002.5,21.46,30.4,717579.0879585042
20170626,23.9,20.7,29.2,20.1,999.3,1007.1,15.51,32.5,718109.7598601861
20170627,24.6,20.7,29.2,20.0,1002.1,1010.0,17.33,29.9,717644.6377660512
20170628,25.3,21.0,31.6,20.3,1004.2,1012.1,22.73,29.7,717120.4312276836
20170629,26.1,21.6,31.1,20.6,1003.2,1011.0,21.37,29.2,716994.0119215429
20170630,26.9,22.8,32.2,21.0,1000.4,1008.2,24.23,33.2,717372.8890774285
20170701,24.1,22.6,25.1,23.1,1000.2,1008.0,5.43,25.7,725068.6127334656
20170702,25.7,24.2,27.6,24.7,1000.0,1007.8,7.47,27.1,726067.7097648027
20170703,25.3,24.4,27.9,24.3,998.8,1006.6,8.72,26.3,725596.3872749561
20170704,25.9,24.1,28.4,24.4,998.5,1006.3,14.01,27.8,726902.3469674974
20170705,27.8,23.7,32.6,23.2,1002.2,1009.9,24.69,31.8,725625.4162188761
20170706,26.0,23.5,31.8,23.7,1002.6,1010.4,13.51,27.5,726246.3778435866
20170707,26.7,23.5,29.5,24.1,1000.5,1008.3,10.84,28.0,725880.7643598174
20170708,26.1,22.6,29.1,24.4,999.5,1007.3,9.18,28.1,727528.3322450317
20170709,26.7,22.5,32.4,24.5,998.8,1006.6,19.64,31.2,726390.6989681547
20170710,25.8,23.3,28.7,25.2,994.2,1002.0,7.68,27.3,725754.7825760611
20170711,26.5,23.2,31.0,24.1,999.9,1007.7,21.43,28.9,725519.7544964179
20170712,27.9,24.2,32.4,24.2,1002.5,1010.2,21.27,28.1,725524.8015654944
20170713,27.9,22.8,32.9,23.4,1000.3,1008.1,24.6,31.6,726223.4992834764
20170714,27.6,24.4,34.0,23.9,1000.7,1008.4,22.65,33.1,727120.284473422
20170715,25.2,23.1,26.7,23.8,1002.6,1010.4,10.13,26.7,726452.5912146319
20170716,27.4,25.3,29.8,24.6,1004.5,1012.2,10.6,27.7,726391.5300738792
20170717,25.6,23.0,29.1,24.2,1004.7,1012.5,8.58,28.1,724793.4047162303
20170718,25.7,22.9,28.7,24.3,1002.0,1009.8,14.56,28.5,726902.6808634129
20170719,28.0,24.5,32.8,24.6,999.4,1007.1,20.91,32.0,725286.2276743286
20170720,29.5,25.3,33.9,25.6,999.3,1007.0,23.89,33.9,727374.5701864854
20170721,30.1,26.8,33.7,26.0,1001.1,1008.8,20.32,32.8,725770.5926001249
20170722,29.7,27.6,32.8,26.4,1001.8,1009.5,16.95,33.7,726491.3961200368
20170723,27.9,26.4,29.7,26.2,997.9,1005.7,4.96,28.0,726786.8109087023
20170724,28.8,27.5,30.7,27.3,995.1,1002.8,8.75,29.5,727016.6736463694
20170725,28.5,25.3,33.1,25.7,995.8,1003.5,22.22,33.3,726598.7773716176
20170726,27.6,23.6,31.8,21.4,999.9,1007.6,26.12,30.7,727006.4700257345
20170727,28.0,22.3,33.1,21.3,1000.4,1008.1,26.38,32.5,726034.5106496665
20170728,28.5,25.7,31.9,24.7,1000.3,1008.0,16.52,30.6,724903.2843126567
20170729,27.2,24.8,31.3,24.8,999.8,1007.5,20.83,31.8,726339.03400487
20170730,27.9,24.0,31.8,24.5,999.6,1007.4,19.91,31.5,725654.6734712847
20170731,25.1,23.5,27.3,24.7,1001.3,1009.1,3.86,25.9,726355.1135498123
20170801,26.7,22.3,31.9,24.2,1002.4,1010.2,20.67,29.4,776309.0289806373
20170802,29.4,25.1,34.1,25.9,999.8,1007.4,24.94,32.6,774558.9662669401
20170803,28.6,24.3,32.5,23.5,997.6,1005.3,28.95,32.1,776817.7197601664
20170804,29.9,24.5,34.4,25.1,997.6,1005.3,25.54,33.4,776031.344256433
20170805,31.8,27.1,35.9,26.2,995.3,1002.9,26.56,38.4,774717.2794590738
20170806,31.1,27.8,35.6,26.0,992.9,1000.5,21.62,36.6,776817.8600206829
20170807,29.4,25.6,34.2,24.5,992.2,999.8,24.26,37.6,776559.7583708751
20170808,28.1,25.0,31.9,23.8,992.2,999.9,15.83,32.2,775035.1062057597
20170809,24.3,22.3,27.4,23.7,989.8,997.5,4.29,25.8,775191.626043121
20170810,26.4,24.2,31.2,24.7,992.7,1000.4,14.59,28.0,774758.592025538
20170811,27.1,24.1,32.5,23.8,998.3,1006.1,22.31,29.6,775024.256578202
20170812,27.2,23.1,31.5,22.4,1002.6,1010.4,21.7,29.2,776402.9259308245
20170813,24.6,22.8,26.5,20.8,1002.5,1010.3,9.55,25.5,775368.2490654918
20170814,22.4,21.0,25.3,21.8,998.2,1006.1,6.15,23.9,775630.0364886275
20170815,22.9,21.3,24.0,22.5,995.5,1003.3,3.68,23.7,774562.2675941128
20170816,25.0,22.7,29.1,23.6,997.4,1005.1,13.45,28.0,774135.9970366005
20170817,25.7,22.9,30.1,23.2,1000.2,1008.0,17.79,28.5,776404.6962712072
20170818,26.1,23.0,30.4,22.9,1003.2,1011.0,19.45,28.2,775951.3096745553
20170819,25.1,23.0,30.4,23.6,1004.1,1012.0,13.96,27.0,776590.3313990212
20170820,25.9,23.3,29.7,23.8,1000.9,1008.6,13.13,27.1,775827.8136555487
20170821,24.7,23.1,27.5,24.1,1000.4,1008.2,6.86,25.6,775384.4490543314
20170822,27.4,24.0,31.1,25.1,1004.5,1012.2,19.4,30.1,777433.2895845841
20170823,28.9,25.7,32.2,25.9,1004.4,1012.2,18.7,30.6,775935.8482045531
20170824,27.5,25.1,29.8,25.8,999.7,1007.4,9.99,28.3,774590.2242456048
20170825,26.1,21.8,31.3,20.5,1001.0,1008.8,25.87,28.8,774908.5093932464
20170826,23.3,18.8,29.4,15.6,1006.2,1014.1,27.04,26.8,775104.5217960053
20170827,24.0,18.0,30.4,17.3,1007.1,1015.0,24.29,26.8,775582.5680211654
20170828,24.8,19.7,28.6,21.4,1003.2,1011.1,12.7,26.9,775434.5825721921
20170829,21.0,18.0,26.3,14.6,1006.0,1014.0,25.66,26.6,775988.6234464339
20170830,18.1,16.0,20.6,12.5,1006.3,1014.4,9.5,21.6,776036.7816286014
20170831,21.5,16.0,27.3,16.5,1004.2,1012.1,24.57,26.6,776859.4193366424
20170901,22.1,16.6,28.0,16.0,1004.5,1012.5,26.86,27.8,807296.4347825834
20170902,21.4,16.7,26.2,15.3,1005.1,1013.1,21.93,25.7,805060.0283135539
20170903,22.2,16.0,28.6,15.2,1007.3,1015.3,26.01,28.9,806146.8338773261
20170904,22.4,17.3,28.0,16.2,1007.5,1015.4,21.18,27.9,806540.020528242
20170905,21.2,19.2,23.3,18.8,1004.0,1011.9,6.63,23.3,806480.8785519915
20170906,20.9,18.4,23.1,19.6,1000.6,1008.6,5.53,23.0,806978.5524497662
20170907,21.9,18.3,27.1,19.1,1000.3,1008.3,15.98,26.3,806096.7469152281
20170908,22.7,18.5,28.3,19.2,1004.0,1011.9,18.51,26.8,806985.5755995446
20170909,22.4,17.7,27.8,19.3,1005.4,1013.3,16.41,25.6,804029.7237341438
20170910,22.7,18.5,26.5,20.0,1005.6,1013.5,11.23,24.1,807750.6387321597
20170911,20.4,18.1,22.8,19.4,999.4,1007.3,6.29,22.3,804216.3705720678
20170912,21.9,17.6,28.2,17.7,1006.1,1014.1,22.27,23.8,803806.8703101156
20170913,20.1,14.3,27.4,13.1,1010.8,1018.9,24.62,23.1,804897.431986687
20170914,20.9,13.9,27.5,15.0,1011.1,1019.2,24.55,23.5,805495.8038856244
20170915,21.7,18.6,26.1,14.1,1010.5,1018.5,20.55,22.8,806515.9954148692
20170916,21.2,18.6,24.3,14.9,1005.5,1013.4,14.63,21.6,806133.9251447277
20170917,21.5,16.7,27.7,16.6,998.6,1006.5,18.04,22.7,805977.1470371439
20170918,21.3,16.3,26.7,17.0,1001.1,1009.0,21.21,24.9,806208.1299102609
20170919,22.8,17.9,27.2,19.5,1002.2,1010.1,15.42,24.0,804869.2646082314
20170920,20.0,15.4,25.0,12.8,1004.8,1012.8,21.12,23.5,806204.240588727
20170921,18.7,12.1,25.9,13.3,1006.4,1014.4,23.37,24.0,806846.9394996405
20170922,20.2,14.4,26.6,15.0,1005.4,1013.4,21.05,24.1,807071.5571202225
20170923,20.4,15.5,26.4,17.5,1008.3,1016.3,14.39,23.5,807699.9864732644
20170924,22.4,18.7,27.2,19.6,1007.8,1015.8,15.08,24.7,805192.0524763284
20170925,23.1,19.0,28.8,19.1,1006.7,1014.7,18.79,27.1,807942.066323117
20170926,23.5,17.3,29.2,18.1,1003.9,1011.8,19.28,27.5,806129.0496699406
20170927,19.3,16.7,23.2,18.3,999.4,1007.4,5.11,20.8,804485.7577053844
20170928,20.1,15.8,24.8,13.1,1003.0,1011.0,21.2,22.4,803874.6872833002
20170929,15.8,10.5,21.6,7.5,1010.5,1018.7,19.62,18.2,806718.50461962
20170930,17.5,9.8,25.9,12.3,1014.3,1022.4,20.16,19.5,805825.2054890798
20171001,15.6,13.5,18.2,14.2,1008.9,1017.1,4.14,16.6,731329.1623864665
20171002,19.1,15.9,23.4,18.0,1002.7,1010.7,8.12,19.6,732682.1683879434
20171003,18.0,14.6,22.9,13.9,1009.9,1018.0,17.28,20.3,733873.8563362267
20171004,17.5,11.8,23.3,11.3,1014.7,1022.9,18.34,20.0,732575.0740909155
20171005,18.0,15.5,21.3,12.5,1015.3,1023.5,12.01,18.6,731718.1700956173
20171006,16.9,15.0,18.6,14.9,1010.8,1018.9,5.26,17.7,733770.587897592
20171007,19.9,16.9,24.8,17.4,1011.8,1019.9,14.22,21.7,731828.0950302151
20171008,20.8,16.5,27.0,17.6,1014.6,1022.7,17.12,22.4,732118.74121075
20171009,21.6,17.6,26.1,18.4,1013.7,1021.7,12.87,22.1,732101.5335639477
20171010,22.3,17.9,26.1,19.3,1010.9,1018.9,12.58,22.6,733561.8515264741
20171011,17.5,13.4,22.1,16.1,1010.2,1018.4,3.77,18.7,731773.2773918073
20171012,12.1,9.4,13.4,10.7,1012.5,1020.8,3.17,14.0,731874.7491759992
20171013,11.6,5.8,18.2,7.1,1014.4,1022.7,18.62,14.9,733055.1117933728
20171014,13.5,8.4,18.9,6.4,1017.3,1025.6,17.06,15.2,730433.7040020323
20171015,15.0,9.7,19.9,9.5,1018.7,1027.0,11.99,15.1,732960.7596733219
20171016,16.0,12.6,21.0,10.6,1018.1,1026.3,11.15,16.9,730287.1628920244
20171017,15.7,9.2,22.6,10.6,1016.1,1024.3,17.54,17.6,731583.2125060323
20171018,16.3,14.8,19.5,10.2,1014.9,1023.2,7.0,15.4,731971.1075959619
20171019,16.1,11.4,21.4,10.9,1011.1,1019.2,14.45,17.5,733655.6516087655
20171020,16.1,11.1,22.8,10.9,1010.7,1019.0,17.18,18.7,730571.8852769956
20171021,15.7,9.8,22.6,11.0,1009.4,1017.6,17.16,18.2,734318.0763532034
20171022,15.7,10.0,22.5,8.7,1004.5,1012.6,15.34,16.9,731944.6948288806
20171023,13.0,9.1,18.7,5.8,1009.7,1018.0,16.83,16.3,732150.2424371097
20171024,12.4,6.9,19.3,7.4,1015.9,1024.3,15.44,15.8,732242.2053856814
20171025,12.4,6.6,19.7,7.4,1017.0,1025.4,16.06,15.5,732895.5429545608
20171026,12.8,7.8,18.7,8.2,1013.6,1021.9,11.59,14.7,732235.0498366432
20171027,14.3,11.2,19.5,9.4,1011.8,1020.1,8.97,15.7,732669.7952624159
20171028,15.5,9.2,23.1,11.3,1011.6,1019.8,15.27,16.7,731909.4540901991
20171029,11.6,5.6,18.2,6.2,1009.4,1017.7,12.81,14.5,731917.0585364655
20171030,7.0,1.4,13.8,-2.9,1017.6,1026.1,16.92,10.7,733072.3876031399
20171031,8.8,0.4,17.2,2.2,1017.5,1026.0,16.44,11.6,732676.6292195823
20171101,13.1,7.3,19.0,8.4,1013.8,1022.1,14.03,16.6,723073.7084503316
20171102,13.9,10.9,19.1,10.9,1010.8,1019.0,8.85,15.7,723562.7272785845
20171103,11.3,7.6,17.6,7.3,1012.5,1020.8,7.01,13.0,722660.7275740919
20171104,7.7,3.2,13.9,1.3,1020.4,1029.0,14.62,11.5,725172.244999535
20171105,7.3,0.9,14.7,2.6,1021.0,1029.6,15.06,10.3,724219.6354240314
20171106,9.2,1.7,17.1,4.5,1017.1,1025.6,14.46,11.3,722770.6784544978
20171107,13.5,5.6,20.8,9.4,1013.3,1021.6,12.59,14.9,723876.3318904571
20171108,13.8,7.0,18.9,7.7,1012.2,1020.4,12.72,15.2,722618.3592464802
20171109,8.7,2.4,16.8,0.6,1016.0,1024.5,14.23,10.9,722702.3762357591
20171110,9.9,3.4,18.9,5.0,1009.0,1017.4,7.37,10.7,723959.4328999034
20171111,6.0,2.0,12.1,-1.3,1013.7,1022.2,14.37,7.6,724895.4888114652
20171112,5.4,-0.9,13.4,-0.5,1013.6,1022.2,13.87,6.6,724868.1258159
20171113,7.3,0.7,12.2,1.6,1010.1,1018.6,6.49,6.6,723141.9575632869
20171114,8.8,4.3,13.9,0.2,1011.3,1019.8,12.24,8.8,722997.3398312995
20171115,5.7,2.5,10.3,-2.5,1013.6,1022.1,10.58,7.0,724586.166226847
20171116,2.6,-2.3,8.9,-6.1,1016.9,1025.6,13.65,4.6,724560.5216027802
20171117,4.7,-2.5,9.4,-2.1,1011.6,1020.1,6.12,3.9,723620.780172503
20171118,0.9,-3.7,7.4,-9.2,1014.7,1023.5,14.41,4.1,724076.2132527442
20171119,-0.4,-5.8,3.7,-8.6,1019.4,1028.2,10.51,2.2,723642.1104720989
20171120,3.7,-2.0,9.1,-3.4,1018.3,1026.9,11.92,5.1,723516.6756462136
20171121,2.5,-2.8,9.9,-4.2,1018.4,1027.1,13.8,3.9,723255.3619117432
20171122,4.7,-0.7,10.1,-0.3,1010.8,1019.4,3.98,4.9,723347.0148823172
20171123,1.1,-2.4,6.0,-3.4,1013.1,1021.8,8.07,1.2,723256.4442888953
20171124,0.9,-1.2,3.7,-0.5,1016.8,1025.5,6.1,1.5,722695.729511678
20171125,6.1,-1.6,11.2,0.9,1016.5,1025.0,8.58,3.6,723341.7033056439
20171126,7.1,1.1,11.1,2.6,1016.1,1024.6,6.17,6.1,723844.8855293742
20171127,3.1,-2.4,10.4,-0.4,1018.3,1026.9,11.09,3.6,726017.5797404271
20171128,5.8,0.2,12.8,3.1,1014.5,1023.0,6.66,5.3,724855.3897510334
20171129,6.4,1.7,10.7,-4.1,1016.9,1025.5,9.87,6.4,723289.967347739
20171130,-0.3,-3.8,5.0,-12.4,1019.8,1028.6,12.2,1.9,723715.924647807
20171201,-0.6,-6.5,4.4,-13.8,1022.7,1031.6,12.86,1.3,762476.2646895477
20171202,2.0,-2.5,7.6,-6.1,1020.3,1029.0,9.1,2.0,761861.5231661444
20171203,5.6,-1.1,12.8,1.4,1015.4,1024.0,7.96,4.2,763919.8255730509
20171204,2.3,-2.5,5.9,-4.8,1014.3,1023.0,11.67,4.3,762294.1369432238
20171205,-3.2,-7.6,1.8,-12.1,1015.0,1023.9,12.09,0.6,762667.6464137331
20171206,1.5,-4.7,7.0,-2.0,1014.8,1023.5,8.79,2.0,762670.6645600259
20171207,3.2,-0.5,7.5,-1.1,1013.9,1022.5,6.8,3.9,763969.7670089228
20171208,-1.7,-4.1,2.6,-9.6,1015.8,1024.7,11.36,0.7,762926.6370176969
20171209,1.2,-1.6,4.8,-3.0,1012.3,1021.0,6.31,1.4,762923.6554177414
20171210,3.1,-1.0,8.1,0.5,1007.0,1015.6,4.91,2.7,762791.94982917
20171211,-4.2,-8.2,0.0,-8.8,1015.2,1024.1,6.19,-0.9,761820.5208373397
20171212,-6.9,-11.4,-2.0,-13.4,1021.6,1030.6,12.03,-2.5,763972.0343251509
20171213,-5.9,-9.9,0.5,-14.3,1023.6,1032.6,12.15,-3.1,764145.3291029083
20171214,-4.9,-11.0,0.8,-12.0,1023.2,1032.2,9.12,-3.3,761652.9397875876
20171215,-1.3,-8.1,3.6,-11.3,1018.7,1027.5,8.75,-1.7,762307.8951504941
20171216,-2.1,-5.7,2.1,-10.8,1018.8,1027.6,9.76,-0.5,762466.7272214155
20171217,-5.1,-9.4,0.4,-12.6,1022.6,1031.6,11.58,-2.8,761811.9059032779
20171218,1.0,-6.4,7.0,-4.3,1019.3,1028.0,9.51,-0.9,764252.8118395337
20171219,-2.1,-5.7,3.6,-10.0,1023.1,1032.0,9.32,-0.2,763363.0807851859
20171220,-1.3,-8.3,5.6,-5.5,1023.2,1032.1,10.07,-1.7,762370.2742766305
20171221,-0.6,-3.9,4.5,-4.5,1023.1,1031.9,7.42,0.4,764139.2563750899
20171222,1.9,-3.9,9.1,-2.3,1018.8,1027.6,5.05,1.2,761972.0712415279
20171223,3.9,-1.1,11.5,0.7,1015.3,1023.9,4.39,2.3,762140.7279183691
20171224,3.2,0.7,6.0,1.8,1005.7,1014.2,0.37,2.1,761552.0392816993
20171225,-0.2,-2.8,3.2,-8.2,1014.9,1023.7,7.64,1.3,763300.9896406586
20171226,-1.1,-5.1,3.4,-7.4,1017.3,1026.1,4.31,0.6,760900.1573347973
20171227,-5.1,-9.0,0.5,-15.2,1021.8,1030.8,7.67,-1.9,762427.5106591963
20171228,-1.6,-6.9,3.0,-8.9,1021.6,1030.5,4.04,-0.8,764414.7271523076
20171229,2.9,-0.5,6.2,-0.5,1019.0,1027.7,1.47,0.4,761359.0398306324
20171230,3.5,0.1,7.6,0.3,1016.3,1025.0,2.84,1.7,762891.6684873033
20171231,1.3,-2.2,5.6,-5.1,1015.4,1024.2,6.48,2.2,763473.458660227
20180101,-0.7,-5.3,4.9,-8.2,1019.7,1028.5,6.41,-0.2,846926.7731515166
20180102,-1.0,-4.7,4.1,-5.3,1020.6,1029.5,2.33,-0.5,848059.7937456692
20180103,-2.4,-6.0,2.7,-10.9,1022.2,1031.1,7.38,-0.4,845448.5436539074
20180104,-2.9,-6.3,-0.2,-10.9,1018.8,1027.6,4.94,-0.9,846345.1950103046
20180105,-0.9,-3.7,3.9,-8.2,1012.8,1021.6,6.46,0.3,847464.8865999589
20180106,-0.7,-5.0,5.6,-7.1,1015.4,1024.2,7.38,0.1,845724.8173174141
20180107,-1.4,-6.6,2.2,-6.3,1013.3,1022.1,1.89,-1.3,846560.5667153519
20180108,1.5,-0.1,2.6,-1.2,1003.5,1012.1,1.05,-0.2,848467.3574570529
20180109,-1.5,-3.6,0.7,-4.6,1005.9,1014.7,3.03,-0.2,846885.0431118313
20180110,-5.1,-9.0,-1.0,-8.3,1010.5,1019.4,4.41,-0.6,848456.4993699059
20180111,-9.3,-12.6,-4.9,-12.9,1018.6,1027.7,5.2,-4.8,846835.5685915861
20180112,-8.4,-13.7,-3.9,-14.7,1023.4,1032.5,7.86,-4.1,845904.5897527967
20180113,-2.2,-6.4,4.3,-6.0,1023.8,1032.7,6.11,-0.2,848276.5960554474
20180114,-0.4,-7.3,7.0,-3.8,1020.9,1029.7,6.95,-0.3,846518.4269605838
20180115,5.5,0.8,11.0,1.2,1015.5,1024.1,6.4,3.4,848350.024918869
20180116,3.6,0.2,7.4,1.6,1010.1,1018.7,1.47,2.4,847193.8884109242
20180117,4.2,2.5,6.0,3.3,1010.2,1018.7,3.64,3.8,847251.5936944002
20180118,3.7,-0.1,7.1,0.2,1014.9,1023.5,7.83,4.1,848939.6388153677
20180119,0.3,-3.6,5.8,-6.7,1015.9,1024.7,10.91,2.5,847116.5640020906
20180120,0.8,-4.8,7.9,-3.7,1015.1,1023.8,9.85,1.3,846614.503541586
20180121,1.1,-4.0,6.5,-5.3,1014.9,1023.6,10.29,2.1,848277.9051423579
20180122,3.0,-0.4,8.3,-3.6,1007.8,1016.4,6.34,2.9,848322.2313702693
20180123,-7.3,-11.4,-0.4,-15.5,1015.2,1024.2,7.54,-1.4,847818.5107952944
20180124,-11.7,-15.4,-7.2,-20.8,1020.7,1029.9,7.29,-4.9,847276.4944655567
20180125,-10.9,-16.3,-5.6,-19.2,1021.1,1030.3,7.33,-4.9,846627.2438542059
20180126,-11.8,-16.2,-5.1,-18.4,1020.8,1030.0,8.39,-6.0,846742.1694020849
20180127,-8.5,-15.6,-1.1,-17.3,1020.1,1029.2,8.41,-4.6,849386.2112927013
20180128,-3.5,-7.1,1.6,-14.1,1014.3,1023.2,10.56,-1.5,846727.4515938831
20180129,-6.8,-9.5,-2.5,-15.2,1015.6,1024.6,8.42,-3.6,846529.1411836639
